Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
buffRhinovirusTreatedDesc,buffs,Buff,,,,,,,,,"You've contracted a contagious common cold — likely triggered by prolonged exposure to cold environments. Your body feels sluggish, and every breath feels a little heavier.\n\n症状（抑制中）： 疲労, 脱水.\n\n対症療法・治療： ベッドでの休息、茶、抗生物質.",,,,,,,
buffBronchitisDesc,buffs,Buff,,,,,,,,,"The air is toxic, and your lungs are paying the price. Long-term inflammation of the bronchial tubes has set in, bringing with it a deep, 痛みful cough, a feeling of suffocation, and a constant tightness in your chest.\n\n症状： 息切れ, 胸痛（スタミナ回復時に体力減少）, 疲労.\n\n対症療法・治療： ベッドでの休息、茶、抗生物質.",,,,,,,
buffBronchitisTreatedDesc,buffs,Buff,,,,,,,,,"The air is toxic, and your lungs are paying the price. Long-term inflammation of the bronchial tubes has set in, bringing with it a deep, 痛みful cough, a feeling of suffocation, and a constant tightness in your chest.\n\n症状（抑制中）： 息切れ, 胸痛（スタミナ回復時に体力減少）, 疲労.\n\n対症療法・治療： ベッドでの休息、茶、抗生物質.",,,,,,,
buffBronchitisChronicDesc,buffs,Buff,,,,,,,,,"Persistent inflammation of the bronchial tubes caused by repeated exposure to irritants such as smoke or pollution. The cough never leaves. Each breath feels like dragging air through gravel.\n\n症状： 息切れ, 胸痛（スタミナ回復時に体力減少）, 疲労.\n\n対症療法： ベッドでの休息、茶、抗生物質.\n\n治療法： 抗炎症薬（ステロイド）の継続投与.",,,,,,,
buffBronchitisChronicTreatedDesc,buffs,Buff,,,,,,,,,"Persistent inflammation of the bronchial tubes caused by repeated exposure to irritants such as smoke or pollution. The cough never leaves. Each breath feels like dragging air through gravel.\n\n症状（抑制中）： 息切れ, 胸痛（スタミナ回復時に体力減少）, 疲労.\n\n対症療法： ベッドでの休息、茶、抗生物質.\n\n治療法： 抗炎症薬（ステロイド）の継続投与.",,,,,,,
buffRadPneumonitisDesc,buffs,Buff,,,,,,,,,"Your lungs are damaged from exposure to radiation particles in the air, and the resulting radiation pneumonitis has set in. The inflammation makes every breath feel like fire, and your strength is quickly fading.\n\n症状： 息切れ, 胸痛（スタミナ回復時に体力減少）, 肺の劣化（最大HPが徐々に減少、抑制不可）.\n\n対症療法： ベッドでの休息.\n\n治療法： 抗炎症薬（ステロイド）の継続投与..",,,,,,,
buffRadPneumonitisTreatedDesc,buffs,Buff,,,,,,,,,"Your lungs are damaged from exposure to radiation particles in the air, and the resulting radiation pneumonitis has set in. The inflammation makes every breath feel like fire, and your strength is quickly fading.\n\n症状（一部抑制中）： 息切れ, 胸痛（スタミナ回復時に体力減少）, 肺の劣化（最大HPが徐々に減少、抑制不可）.\n\n対症療法： ベッドでの休息.\n\n治療法： 抗炎症薬（ステロイド）の継続投与..",,,,,,,
buffInfectionDiseaseDesc,buffs,Buff,,,,,,,,,"The infection is ravaging your body, and you're feeling every second of it. Your body aches from head to toe, your fever burns like a furnace, and every breath comes with a sharp pang of weakness. Every movement feels like a struggle, and your mind is clouded with confusion and めまい. This is more than just an inconvenience — without treatment, the infection will continue to weaken you until you’re no longer capable of surviving.\n\n症状： 脱水, 吐き気, 死に向かう（最大HPが徐々に減少、抑制不可）.\n\n対症療法： ベッドでの休息.\n\n治療法： 抗生物質.",,,,,,,
buffInfectionDiseaseTreatedDesc,buffs,Buff,,,,,,,,,"The infection is ravaging your body, and you're feeling every second of it. Your body aches from head to toe, your fever burns like a furnace, and every breath comes with a sharp pang of weakness. Every movement feels like a struggle, and your mind is clouded with confusion and めまい. This is more than just an inconvenience — without treatment, the infection will continue to weaken you until you’re no longer capable of surviving.\n\n症状（一部抑制中）： 脱水, 吐き気, 死に向かう（最大HPが徐々に減少、抑制不可）.\n\n対症療法： ベッドでの休息.\n\n治療法： 抗生物質.",,,,,,,
buffPulmonaryEdemaChronicDesc,buffs,Buff,,,,,,,,,"Fluid is gradually building up in your lungs, likely triggered by untreated respiratory conditions or lung infections. Breathing becomes labored, and a heavy pressure sits in your chest with each inhale.\n\n症状（抑制中）： 呼吸困難, 疲労.\n\n対症療法： 休息.\n\n治療法： 利尿剤（茶、コーヒー、酒類）.",,,,,,,
buffPulmonaryEdemaChronicTreatedDesc,buffs,Buff,,,,,,,,,"Fluid is gradually building up in your lungs, likely triggered by untreated respiratory conditions or lung infections. Breathing becomes labored, and a heavy pressure sits in your chest with each inhale.\n\n症状（抑制中）： 呼吸困難, 疲労.\n\n対症療法： 休息.\n\n治療法： 利尿剤（茶、コーヒー、酒類）.",,,,,,,
buffLigamentTearsLegDesc,buffs,Buff,,,,,,,,,"A serious injury has torn one or more ligaments in your leg, likely from a hard fall, sudden twist, or untreated trauma. The joint feels unstable, movement is 痛みful. This calls for a surgery, that involves realigning torn ligaments, securing them with sutures or pins, and stabilizing the joint to promote healing .\n\n症状： 動作時痛.\n\n対症療法： ベッドでの休息と鎮痛剤.\n\n治療法： 抗炎症薬（ステロイド）でゆっくり治す、または手術を受ける（ベッドに横になり医者パークLv3以上で救急キットを使用）.",,,,,,,
buffLigamentTearsLegTreatedDesc,buffs,Buff,,,,,,,,,"A serious injury has torn one or more ligaments in your leg, likely from a hard fall, sudden twist, or untreated trauma. The joint feels unstable, movement is 痛みful. This calls for a surgery, that involves realigning torn ligaments, securing them with sutures or pins, and stabilizing the joint to promote healing .\n\n症状（抑制中）： 動作時痛.\n\n対症療法： ベッドでの休息と鎮痛剤.\n\n治療法： 抗炎症薬（ステロイド）でゆっくり治す、または手術を受ける（ベッドに横になり医者パークLv3以上で救急キットを使用）.",,,,,,,
buffPTOLegDesc,buffs,Buff,,,,,,,,,"The damage from a previous leg injury never fully healed. Your joint is breaking down, grinding with each step, swollen from use. Pain flares with movement.\n\n症状： 蓄積する痛み.\n\n対症療法： 休息, 鎮痛剤.\n\n治療法： 抗炎症薬（ステロイド）の継続投与、または損傷関節に関節鏡手術を行う（ベッドに横になり医者パークLv3以上で救急キットを使用）.",,,,,,,
buffPTOLegTreatedDesc,buffs,Buff,,,,,,,,,"The damage from a previous leg injury never fully healed. Your joint is breaking down, grinding with each step, swollen from use. Pain flares with movement.\n\n症状（抑制中）： 蓄積する痛み.\n\n対症療法： 休息, 鎮痛剤.\n\n治療法： 抗炎症薬（ステロイド）の継続投与、または損傷関節に関節鏡手術を行う（ベッドに横になり医者パークLv3以上で救急キットを使用）.",,,,,,,
buffPTOLegAfterArthroscopyDesc,buffs,Buff,,,,,,,,,"Damaged tissue was cleaned, rough cartilage surfaces are smoothened through arthroscopy — a desperate but necessary move. Now comes the recovery. Every step reminds you how fragile you are. You’ll need time and limit your movement.\n\n症状： 移動速度低下.\n\n対症療法： ベッドでの休息.",,,,,,,
buffPTOLegAfterArthroscopyTreatedDesc,buffs,Buff,,,,,,,,,"Damaged tissue was cleaned, rough cartilage surfaces are smoothened through arthroscopy — a desperate but necessary move. Now comes the recovery. Every step reminds you how fragile you are. You’ll need time and limit your movement.\n\n症状（抑制中）： 移動速度低下.\n\n対症療法： ベッドでの休息.",,,,,,,
buffSinusitisDesc,buffs,Buff,,,,,,,,,"The cold has crept into your skull, and now your sinuses are inflamed and swollen. Each breath is a struggle, your head pounds with pressure, and your awareness is dulled by the haze.\n\n症状： 疲労, 息切れ.\n\n対症療法： ベッドでの休息または治療.\n\n治療法： 抗生物質または抗炎症薬（ステロイド）.",,,,,,,
buffSinusitisTreatedDesc,buffs,Buff,,,,,,,,,"The cold has crept into your skull, and now your sinuses are inflamed and swollen. Each breath is a struggle, your head pounds with pressure, and your awareness is dulled by the haze.\n\n症状（抑制中）： 疲労, 息切れ.\n\n対症療法： ベッドでの休息または治療.\n\n治療法： 抗生物質または抗炎症薬（ステロイド）.",,,,,,,
buffSinusitisChronicDesc,buffs,Buff,,,,,,,,,"You were ignoring sinusitis for too long hence it became chronic.\n\n症状： 疲労, 息切れ.\n\n対症療法： ベッドでの休息または治療.\n\n治療法： 抗生物質または抗炎症薬（ステロイド）.",,,,,,,
buffSinusitisChronicTreatedDesc,buffs,Buff,,,,,,,,,"You were ignoring sinusitis for too long hence it became chronic.\n\n症状（抑制中）： 疲労, 息切れ.\n\n対症療法： ベッドでの休息または治療.\n\n治療法： 抗生物質または抗炎症薬（ステロイド）.",,,,,,,
buffOrbitalCellulitisDesc,buffs,Buff,,,,,,,,,"A severe infection has spread from your sinuses into the soft tissue around your eye socket. This condition causes intense swelling and vision disturbances. Your eye may be red, bulging, and difficult to move.\n\n症状： めまい, 知覚低下.\n\n対症療法： ベッドでの休息または治療.\n\n治療法： 抗生物質 OR perform a surgical drainage to remove the infected material and relieve pressure(apply 鎮痛剤, place on bed and use 救急キット with Physician perk lvl 2).",,,,,,,
buffOrbitalCellulitisTreatedDesc,buffs,Buff,,,,,,,,,"A severe infection has spread from your sinuses into the soft tissue around your eye socket. This condition causes intense swelling and vision disturbances. Your eye may be red, bulging, and difficult to move.\n\n症状（抑制中）： めまい, 知覚低下.\n\n対症療法： ベッドでの休息または治療.\n\n治療法： 抗生物質 OR perform a surgical drainage to remove the infected material and relieve pressure(apply 鎮痛剤, place on bed and use 救急キット with Physician lvl 2).",,,,,,,
buffMeningitisDesc,buffs,Buff,,,,,,,,,"The infection has breached the final line—spreading from your sinuses into the lining of your brain. You’re slipping. Your thoughts blur, your vision narrows, light cuts through your eyes like blades, and every hour without 抗生物質 drags you closer to the edge. Treat it now… or prepare for the end.\n\n症状： めまい, 認知機能低下.\n\n対症療法： ベッドでの休息または治療.\n\n治療法： 抗生物質または抗炎症薬（ステロイド）.\n\n警告：未治療のままだと突然死に至る可能性がある。",,,,,,,
buffMeningitisTreatedDesc,buffs,Buff,,,,,,,,,"The infection has breached the final line—spreading from your sinuses into the lining of your brain. You’re slipping. Your thoughts blur, your vision narrows, light cuts through your eyes like blades, and every hour without 抗生物質 drags you closer to the edge. Treat it now… or prepare for the end.\n\n症状（抑制中）： めまい, 認知機能低下.\n\n対症療法： ベッドでの休息または治療.\n\n治療法： 抗生物質または抗炎症薬（ステロイド）.\n\n警告：未治療のままだと突然死に至る可能性がある。",,,,,,,
buffPulmonaryEdemaSuddenDesc,buffs,Buff,,,,,,,,,"Your lungs are soaking in something they really shouldn't be — fluid. Whether it's from nasty smoke or that infection you totally didn’t treat, breathing now feels like sipping air through a wet rag.\nYou're weakening fast. Without 休息 and proper treatment, every breath could bring you closer to your last.\n\n症状： 息切れ, 痛み.\n\n対症療法： 休息.\n\n治療法： 利尿剤（茶、コーヒー、酒類）.\n\n警告：未治療のままだと突然死に至る可能性がある。",,,,,,,
buffPulmonaryEdemaSuddenTreatedDesc,buffs,Buff,,,,,,,,,"Your lungs are soaking in something they really shouldn't be — fluid. Whether it's from nasty smoke or that infection you totally didn’t treat, breathing now feels like sipping air through a wet rag.\nYou're weakening fast. Without 休息 and proper treatment, every breath could bring you closer to your last.\n\n症状（抑制中）： 息切れ, 痛み.\n\n対症療法： 休息.\n\n治療法： 利尿剤（茶、コーヒー、酒類）.\n\n警告：未治療のままだと突然死に至る可能性がある。",,,,,,,
buffCompartmentSyndromeDesc,buffs,Buff,,,,,,,,,"Prolonged intense physical activity or trauma has caused dangerous pressure to build within one of your muscle compartments.You pushed your body too hard, and now it’s pushing back—literally. It hurts. A lot.\n\n症状： 痛み, 疲労による減速.\n\n対症療法： ベッドでの休息と鎮痛剤.",,,,,,,
buffCompartmentSyndromeTreatedDesc,buffs,Buff,,,,,,,,,"Prolonged intense physical activity or trauma has caused dangerous pressure to build within one of your muscle compartments.You pushed your body too hard, and now it’s pushing back—literally. It hurts. A lot.\n\n症状（抑制中）： 痛み, 疲労による減速.\n\n対症療法： ベッドでの休息と鎮痛剤.",,,,,,,
buffCompartmentSyndromeChronicDesc,buffs,Buff,,,,,,,,,"You were experiencing compartment syndrome too often so it became chronic.\n\n症状： 蓄積する痛み（限定的）, 疲労による減速.\n\n対症療法： ベッドでの休息と鎮痛剤.\n\n治療法： 日々の身体活動に応えられるよう、ランナーとしての熟練を高めよ。",,,,,,,
buffCompartmentSyndromeChronicTreatedDesc,buffs,Buff,,,,,,,,,"You were experiencing compartment syndrome too often so it became chronic.\n\n症状（抑制中）： 蓄積する痛み（限定的）, 疲労による減速.\n\n対症療法： ベッドでの休息と鎮痛剤.\n\n治療法： 日々の身体活動に応えられるよう、ランナーとしての熟練を高めよ。",,,,,,,
buffDVTDesc,buffs,Buff,,,,,,,,,"Your leg injury kept you still for too long. Now, beneath the skin, a silent threat coils — a blood clot deep in the vein, ready to strike. Your leg throbs with heat and tension, and each movement sends a warning. Left untreated, that clot could break loose, travel to your lungs, and end you without warning. You’re not just healing anymore—you’re walking a tightrope.\n\n症状： 痛み.\n\n対症療法： ベッドでの休息、鎮痛剤.\n\n治療法： 抗凝固剤を摂取する。そうした薬が無ければ、一部の食品が軽い抗凝固剤の代わりになる。該当する食品の手がかりとなる食材：香辛料、脂の乗った魚、緑茶.\n\n警告：未治療のままだと致命的な合併症を引き起こす可能性があり、熟練した医師でなければ治療できない。",,,,,,,
buffDVTTreatedDesc,buffs,Buff,,,,,,,,,"Your leg injury kept you still for too long. Now, beneath the skin, a silent threat coils — a blood clot deep in the vein, ready to strike. Your leg throbs with heat and tension, and each movement sends a warning. Left untreated, that clot could break loose, travel to your lungs, and end you without warning. You’re not just healing anymore—you’re walking a tightrope.\n\n症状（抑制中）： 痛み.\n\n対症療法： ベッドでの休息、鎮痛剤.\n\n治療法： 抗凝固剤を摂取する。そうした薬が無ければ、一部の食品が軽い抗凝固剤の代わりになる。該当する食品の手がかりとなる食材：香辛料、脂の乗った魚、緑茶.\n\n警告：未治療のままだと致命的な合併症を引き起こす可能性があり、熟練した医師でなければ治療できない。",,,,,,,
buffPostThromboticSyndromeDesc,buffs,Buff,,,,,,,,,"That clot you dealt with earlier? Yeah, your leg still holds a grudge. Now it swells, aches, and drags like it’s carrying the weight of every bad decision you’ve made. A previous episode of deep vein thrombosis has damaged the veins in your leg, impairing blood flow and causing chronic 痛み.\n\n症状： 痛み, 脚の柔軟性喪失 .\n\n対症療法： ベッドでの休息、鎮痛剤.\n\n治療法： wear compression stockings to reduce swelling, improve circulation, and alleviate 痛み OR perform a surgery to treat vein obstruction(place yourself on bed and apply 救急キット with Physician perk level 2 or higher).",,,,,,,
buffPostThromboticSyndromeTreatedDesc,buffs,Buff,,,,,,,,,"That clot you dealt with earlier? Yeah, your leg still holds a grudge. Now it swells, aches, and drags like it’s carrying the weight of every bad decision you’ve made. A previous episode of deep vein thrombosis has damaged the veins in your leg, impairing blood flow and causing chronic 痛み.\n\n症状（抑制中）： 痛み, 脚の柔軟性喪失.\n\n対症療法： ベッドでの休息、鎮痛剤.\n\n治療法： wear compression stockings to reduce swelling, improve circulation, and alleviate 痛み OR perform a surgery to treat vein obstruction(place yourself on bed and apply 救急キット with Physician perk level 2 or higher).",,,,,,,
buffPulmonaryEmbolismDesc,buffs,Buff,,,,,,,,,"The clot traveled through your body and struck your lungs like a bullet. Breathing is ragged. Each gasp is shallow and searing. Your heart struggles, your vision darkens, and panic claws at your chest. You’re on the brink. One wrong move, one more strain—and it could all go black. Treat it now, or leave your fate to chance.\n\n症状： 痛み, 息切れ, 胸痛（スタミナ回復時に体力減少）.\n\n対症療法： ベッドでの休息、鎮痛剤.\n\n治療法： undergo an embolectomy to remove the clot(place on bed and apply 救急キット with Physician lvl 3 or higher).抗凝固剤の摂取で猶予が伸びる。\n\n警告：未治療のままだと突然死に至る可能性がある。",,,,,,,
buffPulmonaryEmbolismTreatedDesc,buffs,Buff,,,,,,,,,"The clot traveled through your body and struck your lungs like a bullet. Breathing is ragged. Each gasp is shallow and searing. Your heart struggles, your vision darkens, and panic claws at your chest. You’re on the brink. One wrong move, one more strain—and it could all go black. Treat it now, or leave your fate to chance.\n\n症状（抑制中）： 痛み, 息切れ, 胸痛（スタミナ回復時に体力減少）.\n\n対症療法： ベッドでの休息、鎮痛剤.\n\n治療法： undergo an embolectomy to remove the clot(place on bed and apply 救急キット with Physician lvl 3 or higher).抗凝固剤の摂取で猶予が伸びる。\n\n警告：未治療のままだと突然死に至る可能性がある。",,,,,,,
buffElectrolyteImbalanceDesc,buffs,Buff,,,,,,,,,"Turns out your body’s electric wiring runs on minerals, and you're fresh out of juice. One wrong sip or too much sweat and now you're a short-circuiting meat sack. Each movement takes more effort. Each breath feels heavier.\n\n症状： 腕力低下, 移動速度低下, ビタミン損失, 不屈低下.\n\n対症療法： ベッドでの休息.\n\n治療法： 電解質飲料（メガクラッシュ、ユッカスムージー、ユッカジュース、ミネラルウォーター）の継続摂取.",,,,,,,
buffElectrolyteImbalanceTreatedDesc,buffs,Buff,,,,,,,,,"Turns out your body’s electric wiring runs on minerals, and you're fresh out of juice. One wrong sip or too much sweat and now you're a short-circuiting meat sack. Each movement takes more effort. Each breath feels heavier.\n\n症状（抑制中）： 腕力低下, 移動速度低下, ビタミン損失, 不屈低下.\n\n対症療法： ベッドでの休息.\n\n治療法： 電解質飲料（メガクラッシュ、ユッカスムージー、ユッカジュース、ミネラルウォーター）の継続摂取.",,,,,,,
buffDysenteryChronicDesc,buffs,Buff,,,,,,,,,"Still haven’t found a clean water source, huh? Now your gut’s on a never-ending revenge tour. You’re more liquid than human, and you’ve spent more time squatting than surviving.Your body is in a losing war with a gut-borne parasite or infection. Your stomach twists with 痛み.\n\n症状： 吐き気, 脱水, 痛み, ビタミン損失, 不眠.\n\n対症療法： ベッドでの休息、鎮痛剤.\n\n治療法： 抗生物質薬の継続投与.",,,,,,,
buffDysenteryChronicTreatedDesc,buffs,Buff,,,,,,,,,"Still haven’t found a clean water source, huh? Now your gut’s on a never-ending revenge tour. You’re more liquid than human, and you’ve spent more time squatting than surviving.Your body is in a losing war with a gut-borne parasite or infection. Your stomach twists with 痛み.\n\n症状（抑制中）： 吐き気, 脱水, 痛み, ビタミン損失, 不眠.\n\n対症療法： ベッドでの休息、鎮痛剤.\n\n治療法： 抗生物質薬の継続投与.",,,,,,,
buffLiverAbscessDesc,buffs,Buff,,,,,,,,,"Something nasty’s - a severe infection - burrowed its way into your liver and set up camp. Now you’re burning up, your side aches like you’ve been stabbed by regret, and your stomach’s staging a rebellion. Likely triggered by bacteria, parasites, or untreated gastrointestinal conditions.\n\n症状： 吐き気, 脱水, 痛み, 疲労, 負傷リスク上昇.\n\n対症療法： ベッドでの休息、鎮痛剤.\n\n治療法： 抗生物質薬の継続投与.",,,,,,,
buffLiverAbscessTreatedDesc,buffs,Buff,,,,,,,,,"Something nasty’s - a severe infection - burrowed its way into your liver and set up camp. Now you’re burning up, your side aches like you’ve been stabbed by regret, and your stomach’s staging a rebellion. Likely triggered by bacteria, parasites, or untreated gastrointestinal conditions.\n\n症状（抑制中）： 吐き気, 脱水, 痛み, 疲労, 負傷リスク上昇.\n\n対症療法： ベッドでの休息、鎮痛剤.\n\n治療法： 抗生物質薬の継続投与.",,,,,,,
buffSepticemiaDesc,buffs,Buff,,,,,,,,,"The infection has breached your veins and turned your blood into a battlefield. Fever spikes. Limbs grow heavy. Your body is spiraling into systemic failure. This is the brink. Every heartbeat now carries the infection deeper. Act, or the fight will be over — before you even realize it.\n\n症状： 吐き気, 息切れ, 疲労, 感染拡大（最大HPが徐々に減少、抑制不可）.\n\n対症療法： ベッドでの休息、鎮痛剤.\n\n治療法： 抗生物質薬の継続投与、または透析を受ける（鎮痛剤を投与しベッドに横になり医者パークLv2で救急キットを使用）.",,,,,,,
buffSepticemiaTreatedDesc,buffs,Buff,,,,,,,,,"The infection has breached your veins and turned your blood into a battlefield. Fever spikes. Limbs grow heavy. Your body is spiraling into systemic failure. This is the brink. Every heartbeat now carries the infection deeper. Act, or the fight will be over — before you even realize it.\n\n症状（一部抑制中）： 吐き気, 息切れ, 疲労, 感染拡大（最大HPが徐々に減少、抑制不可）.\n\n対症療法： ベッドでの休息、鎮痛剤.\n\n治療法： 抗生物質薬の継続投与、または透析を受ける（鎮痛剤を投与しベッドに横になり医者パークLv2で救急キットを使用）.",,,,,,,
buffDepressionDesc,buffs,Buff,,,,,,,,,"Hope fades, and with it, the will to keep pushing forward. The silence is louder. The days blur. Hunger gnaws, but you hardly care. Even the fight to survive feels like a hollow routine.\n\n症状： 腕力低下, 移動速度低下, 知覚低下.\n\n対症療法： ベッドでの休息, アルコール.\n\n治療法： アルコール.",,,,,,,
buffDepressionTreatedDesc,buffs,Buff,,,,,,,,,"Hope fades, and with it, the will to keep pushing forward. The silence is louder. The days blur. Hunger gnaws, but you hardly care. Even the fight to survive feels like a hollow routine.\n\n症状（抑制中）： 腕力低下, 移動速度低下, 知覚低下.\n\n対症療法： ベッドでの休息, アルコール.\n\n治療法： アルコール.",,,,,,,
buffFatigueChronicDesc,buffs,Buff,,,,,,,,,"Something deep within you broke after that last injury… and it never healed right. You feel hollowed out. Muscles ache without reason. Thoughts are slow. Every step takes more than it should. This isn't just exhaustion — it’s collapse waiting in the wings.A complex, long-term condition(Myalgic Encephalomyelitis) — often triggered by severe infection, immune dysfunction, or extreme physical and mental stress. Despite 休息, your body fails to recover as it should.\n\n症状： 不眠, 認知機能の衰え, 知能低下, 痛み, 吐き気.\n\n対症療法・治療： ベッドでの休息と鎮痛剤.",,,,,,,
buffFatigueChronicTreatedDesc,buffs,Buff,,,,,,,,,"Something deep within you broke after that last injury… and it never healed right. You feel hollowed out. Muscles ache without reason. Thoughts are slow. Every step takes more than it should. This isn't just exhaustion — it’s collapse waiting in the wings.A complex, long-term condition(Myalgic Encephalomyelitis) — often triggered by severe infection, immune dysfunction, or extreme physical and mental stress. Despite 休息, your body fails to recover as it should.\n\n症状（抑制中）： 不眠, 認知機能の衰え, 知能低下, 痛み, 吐き気.\n\n対症療法・治療： ベッドでの休息と鎮痛剤.",,,,,,,
buffFibromyalgiaDesc,buffs,Buff,,,,,,,,,"Your body's decided to throw 痛み parties in random locations — shoulders today, legs tomorrow, and everything else for good measure. Rest barely helps and sleep is more like a cruel joke.The exact cause is unknown, but it may involve abnormal 痛み processing by the brain and nervous system.\n\n症状： 不眠, 痛み, 疲労, 認知機能の衰え.\n\n対症療法・治療： ベッドでの休息と鎮痛剤.",,,,,,,
buffFibromyalgiaTreatedDesc,buffs,Buff,,,,,,,,,"Your body's decided to throw 痛み parties in random locations — shoulders today, legs tomorrow, and everything else for good measure. Rest barely helps and sleep is more like a cruel joke.The exact cause is unknown, but it may involve abnormal 痛み processing by the brain and nervous system.\n\n症状（抑制中）： 不眠, 痛み, 疲労, 認知機能の衰え.\n\n対症療法・治療： ベッドでの休息と鎮痛剤.",,,,,,,
buffBurnsSevereDesc,buffs,Buff,,,,,,,,,"Flames kissed your flesh and left searing devastation behind. The skin bubbles, raw and blistered, and every movement tears at the healing edge.\n\n症状： 痛み, 熱耐性低下（抑制不可）.\n\n対症療法・治療： 鎮痛剤.",,,,,,,
buffBurnsSevereTreatedDesc,buffs,Buff,,,,,,,,,"Flames kissed your flesh and left searing devastation behind. The skin bubbles, raw and blistered, and every movement tears at the healing edge.\n\n症状（一部抑制中）： 痛み, 熱耐性低下（抑制不可）.\n\n対症療法・治療： 鎮痛剤.",,,,,,,
buffBloodLossDesc,buffs,Buff,,,,,,,,,"Significant blood amount has been lost. Your body is struggling to maintain oxygen delivery to vital organs. You’re woozy and your limbs feel like noodles.\n\n症状： めまい, 腕力低下, 疲労, ビタミン損失, 吐き気.\n\n対症療法： 休息.\n\n治療法： use a 血液パック or a 救急キット.",,,,,,,
buffBloodLossTreatedDesc,buffs,Buff,,,,,,,,,"Significant blood amount has been lost. Your body is struggling to maintain oxygen delivery to vital organs. You’re woozy and your limbs feel like noodles.\n\n症状（抑制中）： めまい, 腕力低下, 疲労, ビタミン損失, 吐き気.\n\n対症療法： 休息.\n\n治療法： use a 血液パック or a 救急キット.",,,,,,,
buffHypovolemicShockDesc,buffs,Buff,,,,,,,,,"You’ve lost so much blood your body’s entering panic mode — and it’s not doing a great job of hiding it. Dizzy, heart pounding like a jackhammer? Yeah, you're in the danger zone. Darkness creeps in at the edges of your vision. If you don’t 休息ore blood volume… this is where your story ends.\n\n症状： めまい, 腕力低下, 疲労, 息切れ, 移動速度低下, 失神, 急速に死に向かう（抑制不可）.\n\n対症療法： 休息.\n\n治療法： use a 血液パック or a 救急キット.",,,,,,,
buffHypovolemicShockTreatedDesc,buffs,Buff,,,,,,,,,"You’ve lost so much blood your body’s entering panic mode — and it’s not doing a great job of hiding it. Dizzy, heart pounding like a jackhammer? Yeah, you're in the danger zone. Darkness creeps in at the edges of your vision. If you don’t 休息ore blood volume… this is where your story ends.\n\n症状（一部抑制中）： めまい, 腕力低下, 疲労, 息切れ, 移動速度低下, 失神, 急速に死に向かう（抑制不可）.\n\n対症療法： 休息.\n\n治療法： use a 血液パック or a 救急キット.",,,,,,,
buffHeatCrampsDesc,buffs,Buff,,,,,,,,,"Intense physical exertion in a hot environment has caused you to lose essential salts and fluids through sweat. Your legs feel like they’ve been hit with tasers, and standing suddenly seems like an advanced skill. Time to sit down, sip something salty, and stop trying to be a hero in a sauna.\n\n症状： 腕力低下, 痛み, 疲労, 移動速度低下.\n\n対症療法・治療： ベッドでの休息, 電解質飲料（メガクラッシュ、ユッカスムージー、ユッカジュース、ミネラルウォーター）を摂取する.",,,,,,,
buffHeatCrampsTreatedDesc,buffs,Buff,,,,,,,,,"Intense physical exertion in a hot environment has caused you to lose essential salts and fluids through sweat. Your legs feel like they’ve been hit with tasers, and standing suddenly seems like an advanced skill. Time to sit down, sip something salty, and stop trying to be a hero in a sauna.\n\n症状（抑制中）： 腕力低下, 痛み, 疲労, 移動速度低下.\n\n対症療法・治療： ベッドでの休息, 電解質飲料（メガクラッシュ、ユッカスムージー、ユッカジュース、ミネラルウォーター）を摂取する.",,,,,,,
buffHeatExhaustionDesc,buffs,Buff,,,,,,,,,"You’re sweating like a busted pipe, your vision’s going fuzzy, and you’re starting to question if the sun has a personal vendetta against you. Prolonged exposure to high temperatures has overwhelmed your body's ability to cool itself. This condition is serious. Without 休息 and rehydration in a cooler environment, it may progress to heatstroke — potentially fatal.\n\n症状： 腕力低下, 移動速度低下, 脱水, 吐き気, めまい, 高温脆弱性.\n\n対症療法・治療： ベッドでの休息, 電解質飲料（メガクラッシュ、ユッカスムージー、ユッカジュース、ミネラルウォーター）を摂取する.",,,,,,,
buffHeatExhaustionTreatedDesc,buffs,Buff,,,,,,,,,"You’re sweating like a busted pipe, your vision’s going fuzzy, and you’re starting to question if the sun has a personal vendetta against you. Prolonged exposure to high temperatures has overwhelmed your body's ability to cool itself. This condition is serious. Without 休息 and rehydration in a cooler environment, it may progress to heatstroke — potentially fatal.\n\n症状（抑制中）： 腕力低下, 移動速度低下, 脱水, 吐き気, めまい, 高温脆弱性.\n\n対症療法・治療： ベッドでの休息, 電解質飲料（メガクラッシュ、ユッカスムージー、ユッカジュース、ミネラルウォーター）を摂取する.",,,,,,,
buffSmokeInhalationDesc,buffs,Buff,,,,,,,,,"Your lungs burning with each rasping inhale. Your head spins, and the world feels distant through the haze. If you don’t find fresh air and purge your lungs soon, your organs will start shutting down from lack of oxygen.The fire's aftereffects are often worse than the flames themselves.\n\n症状（抑制中）： 息切れ, 胸痛（スタミナ回復時に体力減少）, めまい.\n\n対症療法・治療： 屋外へ出よ。\n\n警告：未治療のままだと突然死に至る可能性がある。",,,,,,,
