Key,english
perkLockPickingRank9BWLongDesc,"Locks tell their secrets to gentle pressure. Pick locks 74% faster, reduce break chance by 80%, and gain +135% cash, dukes, and gem loot."
perkLockPickingRank10BWLongDesc,"Locks tell their secrets to gentle pressure. Pick locks 75% faster, reduce break chance by 85%, and gain +150% cash, dukes, and gem loot."
perkSalvageOperationsRank6BWLongDesc,"The dead world still has parts worth saving. Salvage tools swing 30% faster. Salvage tools deal 30% more damage, degrade 20% less, harvest 60% faster, gain up to 60% more resources, reduce both attack stamina costs by 40%, grant 20 stamina on killing blows, and add 6% more chance to find tools, parts, Scrapping 4 Fun magazines, and Wasteland Treasures books in loot."
perkSalvageOperationsRank7BWLongDesc,"The dead world still has parts worth saving. Salvage tools swing 35% faster. Salvage tools deal 35% more damage, degrade 22.5% less, harvest 70% faster, gain up to 70% more resources, reduce both attack stamina costs by 45%, grant 22.5 stamina on killing blows, and add 7% more chance to find tools, parts, Scrapping 4 Fun magazines, and Wasteland Treasures books in loot."
perkSalvageOperationsRank8BWLongDesc,"The dead world still has parts worth saving. Salvage tools swing 40% faster. Salvage tools deal 40% more damage, degrade 25% less, harvest 80% faster, gain up to 80% more resources, reduce both attack stamina costs by 50%, grant 25 stamina on killing blows, and add 8% more chance to find tools, parts, Scrapping 4 Fun magazines, and Wasteland Treasures books in loot."
perkSalvageOperationsRank9BWLongDesc,"The dead world still has parts worth saving. Salvage tools swing 45% faster. Salvage tools deal 45% more damage, degrade 27.5% less, harvest 90% faster, gain up to 90% more resources, reduce both attack stamina costs by 55%, grant 30 stamina on killing blows, and add 9% more chance to find tools, parts, Scrapping 4 Fun magazines, and Wasteland Treasures books in loot."
perkSalvageOperationsRank10BWLongDesc,"The dead world still has parts worth saving. Salvage tools swing 50% faster. Salvage tools deal 50% more damage, degrade 30% less, harvest 100% faster, gain up to 100% more resources, reduce both attack stamina costs by 60%, grant 35 stamina on killing blows, and add 10% more chance to find tools, parts, Scrapping 4 Fun magazines, and Wasteland Treasures books in loot."
perkDeadEyeRank6BWLongDesc,"The breath stills; the shot remembers. Sniper rifles deal 30% more damage, aim 32% faster, reload 20% faster, degrade 20% slower, gain 15% recoil control, recover spread 82% faster, lose 60% less damage at max range, gain 60% effective range, and add 6% rifle loot chance. ADS spread is 4%. Aiming costs 10% less stamina. Three consecutive kills add +10%/+20% damage, up to +30%."
perkDeadEyeRank7BWLongDesc,"The breath stills; the shot remembers. Sniper rifles deal 35% more damage, aim 38.5% faster, reload 22.5% faster, degrade 22.5% slower, gain 17.5% recoil control, recover spread 98.5% faster, lose 70% less damage at max range, gain 70% effective range, and add 7% rifle loot chance. ADS spread is 3.5%. Aiming costs 15% less stamina. Three consecutive kills add +15%/+25% damage, up to +35%."
perkDeadEyeRank8BWLongDesc,"The breath stills; the shot remembers. Sniper rifles deal 40% more damage, aim 45% faster, reload 25% faster, degrade 25% slower, gain 20% recoil control, recover spread 115% faster, lose 80% less damage at max range, gain 80% effective range, and add 8% rifle loot chance. ADS spread is 3%. Aiming costs 20% less stamina. Three consecutive kills add +20%/+30% damage, up to +40%."
perkDeadEyeRank9BWLongDesc,"The breath stills; the shot remembers. Sniper rifles deal 45% more damage, aim 52.5% faster, reload 27.5% faster, degrade 27.5% slower, gain 22.5% recoil control, recover spread 132.5% faster, lose 90% less damage at max range, gain 90% effective range, and add 9% rifle loot chance. ADS spread is 2.5%. Aiming costs 25% less stamina. Three consecutive kills add +25%/+35% damage, up to +45%."
perkDeadEyeRank10BWLongDesc,"The breath stills; the shot remembers. Sniper rifles deal 50% more damage, aim 60% faster, reload 30% faster, degrade 30% slower, gain 25% recoil control, recover spread 150% faster, have no distance damage dropoff, gain 100% effective range, and add 10% rifle loot chance. ADS spread is 2%. Aiming costs 30% less stamina. Three consecutive kills add +30%/+40% damage, up to +50%."
perkGunslingerRank6BWLongDesc,"A sidearm speaks best from a steady wrist. Pistols and SMGs deal 30% more damage, fire 15% faster, reload 20% faster, degrade 20% slower, recover spread 50% faster, and add 6% pistol/SMG loot chance. ADS spread is 17%. Vertical/horizontal recoil control is 15%/30%. Critical Damage triggers after 5 successive hits in a short time."
perkGunslingerRank7BWLongDesc,"A sidearm speaks best from a steady wrist. Pistols and SMGs deal 35% more damage, fire 17.5% faster, reload 22.5% faster, degrade 22.5% slower, recover spread 60% faster, and add 7% pistol/SMG loot chance. ADS spread is 12.5%. Vertical/horizontal recoil control is 17.5%/35%."
perkGunslingerRank8BWLongDesc,"A sidearm speaks best from a steady wrist. Pistols and SMGs deal 40% more damage, fire 20% faster, reload 25% faster, degrade 25% slower, recover spread 70% faster, and add 8% pistol/SMG loot chance. ADS spread is 8%. Vertical/horizontal recoil control is 20%/40%. Critical Damage triggers after 4 successive hits in a short time, making the last shot deal 100% extra damage."
perkGunslingerRank9BWLongDesc,"A sidearm speaks best from a steady wrist. Pistols and SMGs deal 45% more damage, fire 22.5% faster, reload 27.5% faster, degrade 27.5% slower, recover spread 80% faster, and add 9% pistol/SMG loot chance. ADS spread is 5%. Vertical/horizontal recoil control is 22.5%/45%."
perkGunslingerRank10BWLongDesc,"A sidearm speaks best from a steady wrist. Pistols and SMGs deal 50% more damage, fire 25% faster, reload 30% faster, degrade 30% slower, recover spread 90% faster, and add 10% pistol/SMG loot chance. ADS spread is 2%. Vertical/horizontal recoil control is 25%/50%. Critical Damage triggers after 3 successive hits in a short time, making the last shot deal 100% extra damage."
perkMachineGunnerRank6BWLongDesc,"The barrel drums a road through the horde. Machine guns deal 30% more damage, fire 15% faster, reload 20% faster, gain 30% magazine size, degrade 20% slower, recover spread 50% faster, and add 6% automatic-weapon loot chance. ADS spread is 10%. Commando Adrenaline grants 2 stamina per automatic-weapon hit."
perkMachineGunnerRank7BWLongDesc,"The barrel drums a road through the horde. Machine guns deal 35% more damage, fire 17.5% faster, reload 22.5% faster, gain 35% magazine size, degrade 22.5% slower, recover spread 60% faster, and add 7% automatic-weapon loot chance. ADS spread is 8%."
perkMachineGunnerRank8BWLongDesc,"The barrel drums a road through the horde. Machine guns deal 40% more damage, fire 20% faster, reload 25% faster, gain 40% magazine size, degrade 25% slower, recover spread 70% faster, and add 8% automatic-weapon loot chance. ADS spread is 6%. Commando Adrenaline grants 4 stamina per automatic-weapon hit."
perkMachineGunnerRank9BWLongDesc,"The barrel drums a road through the horde. Machine guns deal 45% more damage, fire 22.5% faster, reload 27.5% faster, gain 45% magazine size, degrade 27.5% slower, recover spread 80% faster, and add 9% automatic-weapon loot chance. ADS spread is 4%."
perkMachineGunnerRank10BWLongDesc,"The barrel drums a road through the horde. Machine guns deal 50% more damage, fire 25% faster, reload 30% faster, gain 50% magazine size, degrade 30% slower, recover spread 90% faster, and add 10% automatic-weapon loot chance. ADS spread is 2%. Commando Adrenaline grants 6 stamina per automatic-weapon hit."
perkArcheryRank6BWLongDesc,"Feathers whisper before the string sings. Archery weapons deal 60% more entity damage, degrade 20% slower, aim/draw/reload 60% faster, add 20 projectile velocity and flat headshot damage, and add 6% archery loot chance. Bows have 12% ADS spread; crossbows have 6%. Tier 1/2/3 projectile stick chance is 15%/30%/45%."
perkArcheryRank7BWLongDesc,"Feathers whisper before the string sings. Archery weapons deal 70% more entity damage, degrade 22.5% slower, aim/draw/reload 70% faster, add 22.5 projectile velocity and flat headshot damage, and add 7% archery loot chance. Bows have 9.5% ADS spread; crossbows have 5%. Tier 1/2/3 projectile stick chance is 17.5%/35%/52.5%."
perkArcheryRank8BWLongDesc,"Feathers whisper before the string sings. Archery weapons deal 80% more entity damage, degrade 25% slower, aim/draw/reload 80% faster, add 25 projectile velocity and flat headshot damage, and add 8% archery loot chance. Bows have 7% ADS spread; crossbows have 4%. Tier 1/2/3 projectile stick chance is 20%/40%/60%."
perkArcheryRank9BWLongDesc,"Feathers whisper before the string sings. Archery weapons deal 90% more entity damage, degrade 27.5% slower, aim/draw/reload 90% faster, add 27.5 projectile velocity and flat headshot damage, and add 9% archery loot chance. Bows have 4.5% ADS spread; crossbows have 3%. Tier 1/2/3 projectile stick chance is 22.5%/45%/67.5%."
perkArcheryRank10BWLongDesc,"Feathers whisper before the string sings. Archery weapons deal 100% more entity damage, degrade 30% slower, aim/draw/reload 100% faster, add 30 projectile velocity and flat headshot damage, and add 10% archery loot chance. Bows and crossbows have 2% ADS spread. Tier 1/2/3 projectile stick chance is 25%/50%/75%. Unlock the electric arrow and electric bolt recipes."
perkPummelPeteRank6BWLongDesc,"Oak and iron settle arguments quickly. Clubs deal 30% more damage, degrade 20% slower, deal 120% more damage to stunned enemies, knock foes down on 80% of power attacks, reduce both attack stamina costs by 40%, grant 20 stamina on killing blows, and add 6% club loot chance. Landing 5 successive hits in a short time makes the last blow deal 100% extra damage."
perkPummelPeteRank7BWLongDesc,"Oak and iron settle arguments quickly. Clubs deal 35% more damage, degrade 22.5% slower, deal 140% more damage to stunned enemies, knock foes down on 85% of power attacks, reduce both attack stamina costs by 45%, grant 25 stamina on killing blows, and add 7% club loot chance."
perkPummelPeteRank8BWLongDesc,"Oak and iron settle arguments quickly. Clubs deal 40% more damage, degrade 25% slower, deal 160% more damage to stunned enemies, knock foes down on 90% of power attacks, reduce both attack stamina costs by 50%, grant 30 stamina on killing blows, and add 8% club loot chance. Landing 4 successive hits in a short time makes the last blow deal 100% extra damage."
perkPummelPeteRank9BWLongDesc,"Oak and iron settle arguments quickly. Clubs deal 45% more damage, degrade 27.5% slower, deal 180% more damage to stunned enemies, knock foes down on 95% of power attacks, reduce both attack stamina costs by 55%, grant 35 stamina on killing blows, and add 9% club loot chance."
perkPummelPeteRank10BWLongDesc,"Oak and iron settle arguments quickly. Clubs deal 50% more damage, degrade 30% slower, deal 200% more damage to stunned enemies, knock foes back down on 100% of power attacks, reduce both attack stamina costs by 60%, grant 40 stamina on killing blows, and add 10% club loot chance. Landing 3 successive hits in a short time makes the last blow deal 100% extra damage."
perkSkullCrusherRank6BWLongDesc,"Weight, timing, and ruin meet in one swing. Sledgehammers deal 30% more damage, degrade 20% slower, knock enemies down on 45% of power attacks, reduce both attack stamina costs by 40%, grant 30 stamina on killing blows, deal 160% more damage to doors and safes, swing 6% faster, and add 6% sledgehammer loot chance. Power attacks have a 20% chance to knock down nearby foes."
perkSkullCrusherRank7BWLongDesc,"Weight, timing, and ruin meet in one swing. Sledgehammers deal 35% more damage, degrade 22.5% slower, knock enemies down on 52.5% of power attacks, reduce both attack stamina costs by 45%, grant 35 stamina on killing blows, deal 175% more damage to doors and safes, swing 7% faster, and add 7% sledgehammer loot chance. Power attacks have a 27.5% chance to knock down nearby foes."
perkSkullCrusherRank8BWLongDesc,"Weight, timing, and ruin meet in one swing. Sledgehammers deal 40% more damage, degrade 25% slower, knock enemies down on 60% of power attacks, reduce both attack stamina costs by 50%, grant 40 stamina on killing blows, deal 190% more damage to doors and safes, swing 8% faster, and add 8% sledgehammer loot chance. Power attacks have a 35% chance to knock down nearby foes."
perkSkullCrusherRank9BWLongDesc,"Weight, timing, and ruin meet in one swing. Sledgehammers deal 45% more damage, degrade 27.5% slower, knock enemies down on 67.5% of power attacks, reduce both attack stamina costs by 55%, grant 45 stamina on killing blows, deal 195% more damage to doors and safes, swing 9% faster, and add 9% sledgehammer loot chance. Power attacks have a 42.5% chance to knock down nearby foes."
perkSkullCrusherRank10BWLongDesc,"Weight, timing, and ruin meet in one swing. Sledgehammers deal 50% more damage, degrade 30% slower, knock enemies down on 75% of power attacks, reduce both attack stamina costs by 60%, grant 50 stamina on killing blows, deal 200% more damage to doors and safes, swing 10% faster, and add 10% sledgehammer loot chance. Power attacks have a 50% chance to knock down nearby foes."
perkMiner69rRank6BWLongDesc,"Stone remembers. So do you. Axes, pickaxes, shovels, chainsaws, and augers deal 30% more entity damage, deal 90% more block damage, swing 20% faster, degrade 20% slower, reduce both attack stamina costs by 40%, grant 20 stamina on killing blows, and add 6% tool loot chance."
perkMiner69rRank7BWLongDesc,"Stone remembers. So do you. Axes, pickaxes, shovels, chainsaws, and augers deal 35% more entity damage, deal 105% more block damage, swing 22.5% faster, degrade 22.5% slower, reduce both attack stamina costs by 45%, grant 22.5 stamina on killing blows, and add 7% tool loot chance."
perkMiner69rRank8BWLongDesc,"Stone remembers. So do you. Axes, pickaxes, shovels, chainsaws, and augers deal 40% more entity damage, deal 120% more block damage, swing 25% faster, degrade 25% slower, reduce both attack stamina costs by 50%, grant 25 stamina on killing blows, and add 8% tool loot chance."
perkMiner69rRank9BWLongDesc,"Stone remembers. So do you. Axes, pickaxes, shovels, chainsaws, and augers deal 45% more entity damage, deal 135% more block damage, swing 27.5% faster, degrade 27.5% slower, reduce both attack stamina costs by 55%, grant 30 stamina on killing blows, and add 9% tool loot chance."
perkMiner69rRank10BWLongDesc,"Stone remembers. So do you. Axes, pickaxes, shovels, chainsaws, and augers deal 50% more entity damage, deal 150% more block damage, swing 30% faster, degrade 30% slower, reduce both attack stamina costs by 60%, grant 35 stamina on killing blows, and add 10% tool loot chance."
perkJavelinMasterRank6BWLongDesc,"The point travels where the arm commands. Spears deal 30% more entity damage, degrade 20% slower, gain 20% range, reduce both attack stamina costs by 40%, grant 20 stamina on killing blows, and add 6% spear loot chance. Power attacks have a 60% chance to slow enemies."
perkJavelinMasterRank7BWLongDesc,"The point travels where the arm commands. Spears deal 35% more entity damage, degrade 22.5% slower, gain 22.5% range, reduce both attack stamina costs by 45%, grant 22.5 stamina on killing blows, and add 7% spear loot chance. Power attacks have a 70% chance to slow enemies."
perkJavelinMasterRank8BWLongDesc,"The point travels where the arm commands. Spears deal 40% more entity damage, degrade 25% slower, gain 25% range, reduce both attack stamina costs by 50%, grant 25 stamina on killing blows, and add 8% spear loot chance. Power attacks have an 80% chance to slow enemies."
perkJavelinMasterRank9BWLongDesc,"The point travels where the arm commands. Spears deal 45% more entity damage, degrade 27.5% slower, gain 27.5% range, reduce both attack stamina costs by 55%, grant 30 stamina on killing blows, and add 9% spear loot chance. Power attacks have a 90% chance to slow enemies."
perkJavelinMasterRank10BWLongDesc,"The point travels where the arm commands. Spears deal 50% more entity damage, degrade 30% slower, gain 30% range, reduce both attack stamina costs by 60%, grant 35 stamina on killing blows, and add 10% spear loot chance. Power attacks have a 100% chance to slow enemies."
perkGreaseMonkeyRank6BWLongDesc,"Engines answer the hands that know them. Repair kits restore 30% more vehicle durability. Motorcycles cost 33% fewer resources to craft. Salvage tools harvest 60% forged steel from destroyed vehicles. Gain 6% more chance to find Vehicle Adventures magazines and 20% more chance to find repair kits and vehicle mod schematics in loot. Unlock the unique motorcycle chassis improvement recipe."
perkGreaseMonkeyRank7BWLongDesc,"Engines answer the hands that know them. Repair kits restore 35% more vehicle durability. Vehicle crafting stays at the motorcycle recipe tier, salvage tools harvest 70% forged steel from destroyed vehicles, and loot chances are +7% for Vehicle Adventures magazines and +22.5% for repair kits and vehicle mod schematics."
perkGreaseMonkeyRank8BWLongDesc,"Engines answer the hands that know them. Repair kits restore 40% more vehicle durability. 4x4 trucks cost 33% fewer resources to craft. Salvage tools harvest 80% forged steel from destroyed vehicles. Gain 8% more chance to find Vehicle Adventures magazines and 25% more chance to find repair kits and vehicle mod schematics in loot. Unlock the unique car and truck chassis improvement recipe."
perkGreaseMonkeyRank9BWLongDesc,"Engines answer the hands that know them. Repair kits restore 45% more vehicle durability. Vehicle crafting stays at the 4x4 truck recipe tier, salvage tools harvest 90% forged steel from destroyed vehicles, and loot chances are +9% for Vehicle Adventures magazines and +27.5% for repair kits and vehicle mod schematics."
perkGreaseMonkeyRank10BWLongDesc,"Engines answer the hands that know them. Repair kits restore 50% more vehicle durability. Gyrocopters cost 33% fewer resources to craft. Salvage tools harvest 100% forged steel from destroyed vehicles. Gain 10% more chance to find Vehicle Adventures magazines and 30% more chance to find repair kits and vehicle mod schematics in loot. Unlock the unique flying-vehicle chassis improvement recipe."
perkLockPickingRank1Desc,"Tumbler Touch"
perkLockPickingRank2Desc,"Quiet Pin"
perkLockPickingRank3Desc,"Latch Reader"
perkLockPickingRank4Desc,"Keyless Hand"
perkLockPickingRank5Desc,"Vault Whisper"
perkBoomstickRank1Desc,"Boomstick Initiate"
perkBoomstickRank2Desc,"Boomstick Hand"
perkBoomstickRank3Desc,"Boomstick Adept"
perkBoomstickRank4Desc,"Boomstick Specialist"
perkBoomstickRank5Desc,"Boomstick Veteran"
perkArcheryRank1Desc,"Archery Initiate"
perkArcheryRank2Desc,"Archery Hand"
perkArcheryRank3Desc,"Archery Adept"
perkArcheryRank4Desc,"Archery Specialist"
perkArcheryRank5Desc,"Archery Veteran"
perkDemolitionsExpertRank1Desc,"Demolitions Expert Initiate"
perkDemolitionsExpertRank2Desc,"Demolitions Expert Hand"
perkDemolitionsExpertRank3Desc,"Demolitions Expert Adept"
perkDemolitionsExpertRank4Desc,"Demolitions Expert Specialist"
perkDemolitionsExpertRank5Desc,"Demolitions Expert Veteran"
perkPenetratorRank1Desc,"The Penetrator Initiate"
perkPenetratorRank2Desc,"The Penetrator Hand"
perkPenetratorRank3Desc,"The Penetrator Adept"
perkPenetratorRank4Desc,"The Penetrator Specialist"
perkPenetratorRank5Desc,"The Penetrator Veteran"
perkPainToleranceRank1Desc,"Pain Tolerance Initiate"
perkPainToleranceRank2Desc,"Pain Tolerance Hand"
perkPainToleranceRank3Desc,"Pain Tolerance Adept"
perkPainToleranceRank4Desc,"Pain Tolerance Specialist"
perkPainToleranceRank5Desc,"Pain Tolerance Veteran"
perkBetterBarterRank1Desc,"Better Barter Initiate"
perkBetterBarterRank2Desc,"Better Barter Hand"
perkBetterBarterRank3Desc,"Better Barter Adept"
perkBetterBarterRank4Desc,"Better Barter Specialist"
perkBetterBarterRank5Desc,"Better Barter Veteran"
perkMiner69rRank1Desc,"Prospector"
perkMiner69rRank2Desc,"Stonehand"
perkMiner69rRank3Desc,"Breaker"
perkMiner69rRank4Desc,"Seam Reader"
perkMiner69rRank5Desc,"Ore Seeker"
perkParkourRank1Desc,"Parkour Initiate"
perkParkourRank2Desc,"Parkour Hand"
perkParkourRank3Desc,"Parkour Adept"
perkParkourRank4Desc,"Parkour Specialist"
perkParkourRank5Desc,"Parkour Veteran"
perkMachineGunnerRank1Desc,"Machine Gunner Initiate"
perkMachineGunnerRank2Desc,"Machine Gunner Hand"
perkMachineGunnerRank3Desc,"Machine Gunner Adept"
perkMachineGunnerRank4Desc,"Machine Gunner Specialist"
perkMachineGunnerRank5Desc,"Machine Gunner Veteran"
perkDeepCutsRank1Desc,"Deep Cuts Initiate"
perkDeepCutsRank2Desc,"Deep Cuts Hand"
perkDeepCutsRank3Desc,"Deep Cuts Adept"
perkDeepCutsRank4Desc,"Deep Cuts Specialist"
perkDeepCutsRank5Desc,"Deep Cuts Veteran"
perkJavelinMasterRank1Desc,"Javelin Master Initiate"
perkJavelinMasterRank2Desc,"Javelin Master Hand"
perkJavelinMasterRank3Desc,"Javelin Master Adept"
perkJavelinMasterRank4Desc,"Javelin Master Specialist"
perkJavelinMasterRank5Desc,"Javelin Master Veteran"
perkPhysicianRank1Desc,"Physician Initiate"
perkPhysicianRank2Desc,"Physician Hand"
perkPhysicianRank3Desc,"Physician Adept"
perkPhysicianRank4Desc,"Physician Specialist"
perkPhysicianRank5Desc,"Physician Veteran"
perkPackMuleRank1Desc,"Pack Mule Initiate"
perkPackMuleRank2Desc,"Pack Mule Hand"
perkPackMuleRank3Desc,"Pack Mule Adept"
perkPackMuleRank4Desc,"Pack Mule Specialist"
perkPackMuleRank5Desc,"Pack Mule Veteran"
perkDeadEyeRank1Desc,"Dead Eye Initiate"
perkDeadEyeRank2Desc,"Dead Eye Hand"
perkDeadEyeRank3Desc,"Dead Eye Adept"
perkDeadEyeRank4Desc,"Dead Eye Specialist"
perkDeadEyeRank5Desc,"Dead Eye Veteran"
perkPummelPeteRank1Desc,"Pummel Pete Initiate"
perkPummelPeteRank2Desc,"Pummel Pete Hand"
perkPummelPeteRank3Desc,"Pummel Pete Adept"
perkPummelPeteRank4Desc,"Pummel Pete Specialist"
perkPummelPeteRank5Desc,"Pummel Pete Veteran"
perkSkullCrusherRank1Desc,"Skull Crusher Initiate"
perkSkullCrusherRank2Desc,"Skull Crusher Hand"
perkSkullCrusherRank3Desc,"Skull Crusher Adept"
perkSkullCrusherRank4Desc,"Skull Crusher Specialist"
perkSkullCrusherRank5Desc,"Skull Crusher Veteran"
perkSalvageOperationsRank1Desc,"Salvage Operations Initiate"
perkSalvageOperationsRank2Desc,"Salvage Operations Hand"
perkSalvageOperationsRank3Desc,"Salvage Operations Adept"
perkSalvageOperationsRank4Desc,"Salvage Operations Specialist"
perkSalvageOperationsRank5Desc,"Salvage Operations Veteran"
perkGunslingerRank1Desc,"Gunslinger Initiate"
perkGunslingerRank2Desc,"Gunslinger Hand"
perkGunslingerRank3Desc,"Gunslinger Adept"
perkGunslingerRank4Desc,"Gunslinger Specialist"
perkGunslingerRank5Desc,"Gunslinger Veteran"
perkGreaseMonkeyRank1Desc,"Grease Monkey Initiate"
perkGreaseMonkeyRank2Desc,"Grease Monkey Hand"
perkGreaseMonkeyRank3Desc,"Grease Monkey Adept"
perkGreaseMonkeyRank4Desc,"Grease Monkey Specialist"
perkGreaseMonkeyRank5Desc,"Grease Monkey Veteran"
perkDaringAdventurerRank1Desc,"Daring Adventurer Initiate"
perkDaringAdventurerRank2Desc,"Daring Adventurer Hand"
perkDaringAdventurerRank3Desc,"Daring Adventurer Adept"
perkDaringAdventurerRank4Desc,"Daring Adventurer Specialist"
perkDaringAdventurerRank5Desc,"Daring Adventurer Veteran"
perkLivingOffTheLandRank1Desc,"Sprout Keeper"
perkLivingOffTheLandRank2Desc,"Field Hand"
perkLivingOffTheLandRank3Desc,"Seed Tender"
perkLivingOffTheLandRank4Desc,"Green Thumb"
perkLivingOffTheLandRank5Desc,"Crop Warden"
perkLivingOffTheLandRank4BWLongDesc,"Green things reward patient hands. Harvest up to 5x crops and +8 extra crops from crop and wild-plant harvests. Farming crafting recipes remain locked at this rank."
perkLivingOffTheLandRank5BWLongDesc,"Green things reward patient hands. Harvest up to 6x crops and +10 extra crops from crop and wild-plant harvests. Farming crafting recipes remain locked at this rank."
perkLockPickingRank4BWLongDesc,"Locks tell their secrets to gentle pressure. Pick locks 45% faster, reduce break chance by 40%, and gain +60% cash, dukes, and gem loot."
perkLockPickingRank5BWLongDesc,"Locks tell their secrets to gentle pressure. Pick locks 55% faster, reduce break chance by 50%, and gain +75% cash, dukes, and gem loot."
perkPerceptionMasteryRank1Desc,"Perception Mastery Initiate"
perkPerceptionMasteryRank2Desc,"Perception Mastery Hand"
perkPerceptionMasteryRank3Desc,"Perception Mastery Adept"
perkPerceptionMasteryRank4Desc,"Perception Mastery Specialist"
perkPerceptionMasteryRank5Desc,"Perception Mastery Veteran"
perkPerceptionMasteryRank6Desc,"Perception Mastery Expert"
perkPerceptionMasteryRank7Desc,"Perception Mastery Master"
perkPerceptionMasteryRank8Desc,"Perception Mastery Warden"
perkPerceptionMasteryRank9Desc,"Perception Mastery Legend"
perkPerceptionMasteryRank10Desc,"Perception Mastery Apex"
perkAgilityMasteryRank1Desc,"Agility Mastery Initiate"
perkAgilityMasteryRank2Desc,"Agility Mastery Hand"
perkAgilityMasteryRank3Desc,"Agility Mastery Adept"
perkAgilityMasteryRank4Desc,"Agility Mastery Specialist"
perkAgilityMasteryRank5Desc,"Agility Mastery Veteran"
perkAgilityMasteryRank6Desc,"Agility Mastery Expert"
perkAgilityMasteryRank7Desc,"Agility Mastery Master"
perkAgilityMasteryRank8Desc,"Agility Mastery Warden"
perkAgilityMasteryRank9Desc,"Agility Mastery Legend"
perkAgilityMasteryRank10Desc,"Agility Mastery Apex"
perkFlurryOfFortitudeRank1Desc,"Flurry of Fortitude Initiate"
perkFlurryOfFortitudeRank2Desc,"Flurry of Fortitude Hand"
perkFlurryOfFortitudeRank3Desc,"Flurry of Fortitude Adept"
perkFlurryOfFortitudeRank4Desc,"Flurry of Fortitude Specialist"
perkFlurryOfFortitudeRank5Desc,"Flurry of Fortitude Veteran"
perkFlurryOfFortitudeRank6Desc,"Flurry of Fortitude Expert"
perkFlurryOfFortitudeRank7Desc,"Flurry of Fortitude Master"
perkFlurryOfFortitudeRank8Desc,"Flurry of Fortitude Warden"
perkFlurryOfFortitudeRank9Desc,"Flurry of Fortitude Legend"
perkFlurryOfFortitudeRank10Desc,"Flurry of Fortitude Apex"
perkStrengthMasteryRank1Desc,"Strength Mastery Initiate"
perkStrengthMasteryRank2Desc,"Strength Mastery Hand"
perkStrengthMasteryRank3Desc,"Strength Mastery Adept"
perkStrengthMasteryRank4Desc,"Strength Mastery Specialist"
perkStrengthMasteryRank5Desc,"Strength Mastery Veteran"
perkStrengthMasteryRank6Desc,"Strength Mastery Expert"
perkStrengthMasteryRank7Desc,"Strength Mastery Master"
perkStrengthMasteryRank8Desc,"Strength Mastery Warden"
perkStrengthMasteryRank9Desc,"Strength Mastery Legend"
perkStrengthMasteryRank10Desc,"Strength Mastery Apex"
perkFlurryOfStrengthRank1Desc,"Flurry of Strength Initiate"
perkFlurryOfStrengthRank2Desc,"Flurry of Strength Hand"
perkFlurryOfStrengthRank3Desc,"Flurry of Strength Adept"
perkFlurryOfStrengthRank4Desc,"Flurry of Strength Specialist"
perkFlurryOfStrengthRank5Desc,"Flurry of Strength Veteran"
perkFlurryOfStrengthRank6Desc,"Flurry of Strength Expert"
perkFlurryOfStrengthRank7Desc,"Flurry of Strength Master"
perkFlurryOfStrengthRank8Desc,"Flurry of Strength Warden"
perkFlurryOfStrengthRank9Desc,"Flurry of Strength Legend"
perkFlurryOfStrengthRank10Desc,"Flurry of Strength Apex"
perkIntellectMasteryRank1Desc,"Intellect Mastery Initiate"
perkIntellectMasteryRank2Desc,"Intellect Mastery Hand"
perkIntellectMasteryRank3Desc,"Intellect Mastery Adept"
perkIntellectMasteryRank4Desc,"Intellect Mastery Specialist"
perkIntellectMasteryRank5Desc,"Intellect Mastery Veteran"
perkIntellectMasteryRank6Desc,"Intellect Mastery Expert"
perkIntellectMasteryRank7Desc,"Intellect Mastery Master"
perkIntellectMasteryRank8Desc,"Intellect Mastery Warden"
perkIntellectMasteryRank9Desc,"Intellect Mastery Legend"
perkIntellectMasteryRank10Desc,"Intellect Mastery Apex"
perkGrandSlamRank1Desc,"Grand Slam Initiate"
perkGrandSlamRank2Desc,"Grand Slam Hand"
perkGrandSlamRank3Desc,"Grand Slam Adept"
perkGrandSlamRank4Desc,"Grand Slam Specialist"
perkGrandSlamRank5Desc,"Grand Slam Veteran"
perkGrandSlamRank6Desc,"Grand Slam Expert"
perkGrandSlamRank7Desc,"Grand Slam Master"
perkGrandSlamRank8Desc,"Grand Slam Warden"
perkGrandSlamRank9Desc,"Grand Slam Legend"
perkGrandSlamRank10Desc,"Grand Slam Apex"
perkFortitudeMasteryRank1Desc,"Fortitude Mastery Initiate"
perkFortitudeMasteryRank2Desc,"Fortitude Mastery Hand"
perkFortitudeMasteryRank3Desc,"Fortitude Mastery Adept"
perkFortitudeMasteryRank4Desc,"Fortitude Mastery Specialist"
perkFortitudeMasteryRank5Desc,"Fortitude Mastery Veteran"
perkFortitudeMasteryRank6Desc,"Fortitude Mastery Expert"
perkFortitudeMasteryRank7Desc,"Fortitude Mastery Master"
perkFortitudeMasteryRank8Desc,"Fortitude Mastery Warden"
perkFortitudeMasteryRank9Desc,"Fortitude Mastery Legend"
perkFortitudeMasteryRank10Desc,"Fortitude Mastery Apex"
perkHardTargetRank1Desc,"Hard Target Initiate"
perkHardTargetRank2Desc,"Hard Target Hand"
perkHardTargetRank3Desc,"Hard Target Adept"
perkHardTargetRank4Desc,"Hard Target Specialist"
perkHardTargetRank5Desc,"Hard Target Veteran"
perkHardTargetRank6Desc,"Hard Target Expert"
